Site,Dist,Site Name,Start,End,Latitude,Longitude,Source,State,Height,Bar Height,WMO
60119,60,TAREE  (MANNING RIVER),1973,  ..,-31.915,152.4667,....., NSW,         ..,       ..,     ..
60120,60,WINGHAM (MANNING RIVER),1866,  ..,-31.8783,152.3717,....., NSW,         ..,       ..,     ..
60121,60,ELANDS (BLACK SANDS CREEK),1981,  ..,-31.5667,152.2401,GPS, NSW,660,       ..,     ..
60122,60,KILLAWARRA (URALBA),1981,  ..,-31.8922,152.2739,GPS, NSW,90,       ..,     ..
60123,60,HAWKS NEST / TEA GARDENS (TEA GARDENS (S,1981,2009,-32.6526,152.1462,GPS, NSW,8,       ..,     ..
60124,60,WAUCHOPE RWY BDG (HASTINGS RIVER),1967,  ..,-31.455,152.735,....., NSW,10,       ..,     ..
60125,60,HOLLISDALE (PAPPINBARRA RD),1983,  ..,-31.3923,152.538,GPS, NSW,100,       ..,     ..
60126,60,BUNDOOK (GLOUCESTER RIVER),1985,  ..,-31.8772,152.1119,....., NSW,30,       ..,     ..
60127,60,NUNDLE (OLSLAND),1978,  ..,-31.5022,151.3428,GPS, NSW,1240,       ..,     ..
60128,60,NUNDLE (BARRY (BARNARD RIVER)),1885,  ..,-31.5795,151.3154,....., NSW,610,       ..,     ..
60129,60,KILLAWARRA BRIDGE (MANNING RIVER),1987,  ..,-31.9117,152.3181,....., NSW,10,       ..,     ..
60130,60,FORBES RIVER (BIRDWOOD),1987,  ..,-31.2936,152.3121,GPS, NSW,170,       ..,     ..
60131,60,ELANDS POST OFFICE,1989,1992,-31.6231,152.2925,....., NSW,555,       ..,     ..
60132,60,PIPERS CREEK JUNCTION (MARIA RIVER),1990,  ..,-31.2667,152.8667,....., NSW,5,       ..,     ..
60133,60,SETTLEMENT POINT (HASTINGS RIVER),1990,  ..,-31.4083,152.9,....., NSW,2,       ..,     ..
60134,60,WILSONS RIVER (TELEGRAPH POINT PWD CLOSE,1990,2002,-31.3333,152.8,....., NSW,         ..,       ..,     ..
60135,60,COOPERNOOK PUBLIC SCHOOL,1992,1995,-31.8267,152.6064,....., NSW,10,       ..,     ..
60136,60,WAUCHOPE (COMMERCE ST),1993,2011,-31.4846,152.7298,GPS, NSW,15,       ..,     ..
60137,60,BRETTI-MACKAY (BARNARD RIVER),1993,  ..,-31.7683,151.8889,....., NSW,120,       ..,     ..
60138,60,BEECHWOOD (PAPPINBARRA CREEK),1994,  ..,-31.4222,152.5944,....., NSW,50,       ..,     ..
60139,60,PORT MACQUARIE AIRPORT AWS,1995,  ..,-31.4335,152.8655,GPS, NSW,4.2,4.9,94786
60140,60,NOWENDOC (EMU TOPS),1995,  ..,-31.4458,151.7301,GPS, NSW,1020,       ..,     ..
60141,60,TAREE AIRPORT AWS,1997,  ..,-31.8895,152.512,GPS, NSW,8,9,95784
60142,60,NIANGALA (KENTUCKY BLUE),1995,  ..,-31.3997,151.4995,GPS, NSW,1250,       ..,     ..
60143,60,DYERS CROSSING (WANG WAUK ROAD),1995,1996,-32.1611,152.2522,....., NSW,45,       ..,     ..
60144,60,SMITHS LAKE (PATSYS FLAT ROAD),1980,  ..,-32.3796,152.5062,GPS, NSW,40,       ..,     ..
60145,60,STRATHCEDAR (MOORAL CREEK RD),2003,2014,-31.7512,152.3581,GPS, NSW,115,       ..,     ..
60146,60,OLD BAR (EUCALYPT CLOSE),2003,  ..,-31.9627,152.5879,GPS, NSW,10,       ..,     ..
60147,60,KILLABAKH,2003,  ..,-31.7347,152.4,MAP 1:250 000, NSW,         ..,       ..,     ..
60148,60,WILLINA,2003,  ..,-32.1609,152.2626,MAP 1:250 000, NSW,         ..,       ..,     ..
60149,60,FORSTER PACIFIC PALMS SES ENVIROMON BASE,2006,  ..,-32.3424,152.5168,MAP 1:250 000, NSW,         ..,       ..,     ..
60150,60,FORSTER (GREAT LAKES COUNCIL ENVIROMON B,2006,  ..,-32.2167,152.5167,MAP 1:250 000, NSW,         ..,       ..,     ..
60151,60,PORT MACQUARIE-HASTINGS ENVIROMON BASEST,2006,  ..,-31.4558,152.884,DEM 9 Sec DTED, NSW,         ..,       ..,     ..
60152,60,COBARK,2008,  ..,-31.955,151.7278,GPS, NSW,300,       ..,     ..
60153,60,MOPPY LOOKOUT (BARRINGTON TOPS),2008,  ..,-31.892,151.555,....., NSW,1340,       ..,     ..
60154,60,COPELAND TOPS (COPELAND),2008,  ..,-31.9725,151.8097,GPS, NSW,827,       ..,     ..
60155,60,WAUKIVORY,2008,  ..,-32.1289,152.0606,GPS, NSW,158,       ..,     ..
60156,60,GLOUCESTER SES ENVIROMON BASESTATION,2008,  ..,-32.0268,151.9543,Unknown, NSW,112,       ..,     ..
60157,60,HALLIDAYS POINT (TALLWOODS GOLF RESORT),2008,2011,-32.0594,152.5065,GPS, NSW,17,       ..,     ..
60158,60,WHOOTA,2008,  ..,-32.3087,152.475,GPS, NSW,70,       ..,     ..
60159,60,WARRANULLA (MYALL LODGE),2005,  ..,-32.1854,152.1146,GPS, NSW,172,       ..,     ..
60160,,HARRINGTON (CROWN ST),2009,2013,-31.8702,152.6871,GPS, NSW,26,       ..,     ..
60161,60,COMBOYNE (PUBLIC SCHOOL),2012,  ..,-31.6061,152.4719,DEM 9 Sec DTED, NSW,617,       ..,     ..
60162,60,COOPLACURRIPA (HAWKINS RD),2012,  ..,-31.5949,151.8274,DEM 9 Sec DTED, NSW,         ..,       ..,     ..
60163,60,YARRAS MOUNTAIN,2012,  ..,-31.4621,152.3245,GPS, NSW,679,       ..,     ..
60164,60,YARROWITCH (RUSHBROOK),2012,  ..,-31.3461,152.0087,GPS, NSW,1168,       ..,     ..
60165,60,MOORAL CREEK (THE DEN),2012,  ..,-31.664,152.3705,GPS, NSW,649,       ..,     ..
60166,60,LONG FLAT (REPEATER),2012,  ..,-31.445,152.477,GPS, NSW,331,       ..,     ..
60167,60,BLACKMANS POINT (THE HATCH),2012,  ..,-31.3659,152.837,GPS, NSW,3,       ..,     ..
61000,61,ABERDEEN (MAIN RD),1894,  ..,-32.1655,150.8911,GPS, NSW,183,       ..,     ..
61001,61,ALLANDALE (TINGARA),1902,1971,-32.7167,151.4167,....., NSW,84,       ..,     ..
61002,61,BLACKVILLE (KRUI VALE),1885,  ..,-31.8469,150.341,GPS, NSW,610,       ..,     ..
61003,61,AVOCA BEACH,1934,1970,-33.4667,151.4333,....., NSW,15.2,       ..,     ..
61004,61,MUSWELLBROOK (BENGALLA),1923,1966,-32.25,150.8667,....., NSW,205.7,       ..,     ..
61005,61,BRANXTON POST OFFICE,1886,1969,-32.65,151.35,....., NSW,         ..,       ..,     ..
61006,61,BRINDLEY PARK 2,1885,1960,-32.1,150.3,....., NSW,365.8,       ..,     ..
61007,61,BUNNAN (MILHAVEN),1900,  ..,-32.0332,150.5836,GPS, NSW,255,       ..,     ..
61008,61,CAMPBELLS HILL,1912,1965,-32.7,151.5,....., NSW,         ..,       ..,     ..
61009,61,CESSNOCK POST OFFICE,1903,1992,-32.8272,151.3661,....., NSW,80,       ..,     ..
61010,61,CLARENCE TOWN (PRINCE ST),1895,  ..,-32.5865,151.7743,GPS, NSW,24,       ..,     ..
61011,61,COCKLE CREEK (PASMINCO METALS),1900,2003,-32.9456,151.6267,GPS, NSW,9,       ..,     ..
61012,61,COORANBONG (AVONDALE),1903,  ..,-33.0888,151.4626,GPS, NSW,10,       ..,     ..
61013,61,MERRIWA (CRANBOURNE),1902,1968,-31.9833,150.3333,....., NSW,370,       ..,     ..
61014,61,BRANXTON  (DALWOOD VINEYARD),1863,  ..,-32.6385,151.4173,GPS, NSW,40,       ..,     ..
61015,61,DANGERFIELD,1933,1965,-32.15,151,....., NSW,         ..,       ..,     ..
61016,61,DENMAN (PALACE STREET),1883,  ..,-32.3885,150.6886,GPS, NSW,105,       ..,     ..
61017,61,DUNGOG POST OFFICE,1897,  ..,-32.4022,151.7582,GPS, NSW,55,       ..,     ..
61018,61,MUSWELLBROOK (EDDERTON),1911,1985,-32.4,150.8333,....., NSW,168,       ..,     ..
61019,61,FASSIFERN,1924,1961,-33,151.55,....., NSW,         ..,       ..,     ..
61020,61,GALLA GILLA,1924,1947,-32,150.4,....., NSW,         ..,       ..,     ..
61021,61,GOORANGOOLA,1885,1967,-32.3,151.2,....., NSW,246.9,       ..,     ..
61022,61,GIRVAN STATE FOREST,1936,1959,-32.45,152.1,....., NSW,         ..,       ..,     ..
61023,61,GOSFORD (GERTRUDE PLACE),1877,1993,-33.4336,151.3381,....., NSW,4,       ..,     ..
61024,61,GRESFORD POST OFFICE,1895,  ..,-32.4266,151.5376,GPS, NSW,85,       ..,     ..
61025,61,GRETA POST OFFICE,1902,1978,-32.6833,151.3833,....., NSW,49,       ..,     ..
61026,61,GUNDY (MILLER ST),1887,  ..,-32.0119,150.9971,GPS, NSW,259,       ..,     ..
61027,61,BARSHAM,1882,1927,-31.8,150.9,....., NSW,         ..,       ..,     ..
61028,61,RAVENSWORTH (HILLVIEW),1911,1979,-32.4333,151.0667,....., NSW,91,       ..,     ..
61029,61,KULNURA (WILLIAM ROAD),1951,1981,-33.2333,151.2,....., NSW,312,       ..,     ..
61030,61,HOWES VALLEY (KINDARUN),1914,1975,-32.8667,150.8333,....., NSW,213.4,       ..,     ..
61031,61,RAYMOND TERRACE (KINROSS),1894,  ..,-32.7734,151.7362,GPS, NSW,10,       ..,     ..
61032,61,LOCHINVAR,1896,1973,-32.7,151.45,....., NSW,64.3,       ..,     ..
61033,61,LOWER MC DONALD,1945,1951,-33.35,151,....., NSW,         ..,       ..,     ..
61034,61,EAST MAITLAND BOWLING CLUB,1902,1994,-32.7483,151.5833,GPS, NSW,12,       ..,     ..
61035,61,MAITLAND WEST,1858,1953,-32.7,151.6,....., NSW,12.2,       ..,     ..
61036,61,MANGROVE MOUNTAIN POST OFFICE,1942,1979,-33.3,151.2,....., NSW,305,       ..,     ..
61037,61,MARATHON (MERRIWA),1942,1968,-32.2,150.4667,....., NSW,182.9,       ..,     ..
61038,61,MARTINS CREEK,1933,1945,-32.55,151.6,....., NSW,         ..,       ..,     ..
61039,61,MEDOWIE POST OFFICE,1908,1943,-32.75,151.8667,....., NSW,3,       ..,     ..
61040,61,MERRIWA (GUMMUN PLACE),1882,2011,-32.1384,150.3576,GPS, NSW,260,       ..,     ..
61041,61,MORISSET (BALCOLYN (BAY STREET)),1999,  ..,-33.0955,151.5506,GPS, NSW,10,       ..,     ..
61042,61,MILBRODALE,1934,1953,-32.8,150.8,....., NSW,         ..,       ..,     ..
61043,61,MILLERS FOREST SCHOOL,1913,1976,-32.75,151.7,....., NSW,6,       ..,     ..
61044,61,MITCHELLS FLAT,1937,1976,-32.5667,151.2833,....., NSW,46,       ..,     ..
61045,61,MONKERAI UPPER (REDLEAF),1914,1970,-32.2833,151.8333,....., NSW,         ..,       ..,     ..
61046,61,MORPETH POST OFFICE,1884,2012,-32.7254,151.6285,GPS, NSW,12,       ..,     ..
61047,61,MOUNT OLIVE (FAIRHOLME),1947,1983,-32.4167,151.2,....., NSW,108,       ..,     ..
61048,61,MULBRING (VINCENT STREET),1932,2007,-32.9029,151.482,GPS, NSW,31,       ..,     ..
61049,61,MULLA VILLA,1946,1953,-32.9333,151.1167,....., NSW,182.9,       ..,     ..
61050,61,SEDGEFIELD (BUNDAJON),1903,  ..,-32.4997,151.2864,GPS, NSW,73,       ..,     ..
61051,61,MURRURUNDI (HAYDON STREET),1870,  ..,-31.7678,150.8418,DEM 3 Sec SRTM, NSW,467,       ..,94756
61052,61,MUSCLE CREEK (CLENDINNING),1901,1976,-32.2667,151.0667,....., NSW,305,       ..,     ..
61053,61,MUSWELLBROOK (LOWER HILL ST),1870,2013,-32.2611,150.8847,GPS, NSW,143,       ..,     ..
61054,61,NELSON BAY (NELSON HEAD),1881,  ..,-32.7103,152.1612,GPS, NSW,25,       ..,95779
61055,61,NEWCASTLE NOBBYS SIGNAL STATION AWS,1862,  ..,-32.9184,151.7985,GPS, NSW,33,       ..,94774
61056,61,POKOLBIN (BEN EAN),1905,  ..,-32.7965,151.2804,GPS, NSW,140,       ..,     ..
61057,61,OLNEY STATE FOREST,1938,1967,-33.1,151.25,....., NSW,152.4,       ..,     ..
61058,61,OWENS GAP (T.O.K.),1902,1977,-32.05,150.7,....., NSW,283,       ..,     ..
61059,61,PINE BRUSH,1902,1953,-32.5,151.8,....., NSW,         ..,       ..,     ..
61060,61,PLASHETT,1903,1966,-32.4833,150.8833,....., NSW,85.3,       ..,     ..
61061,61,POINT STEPHENS LIGHTHOUSE,1951,1973,-32.75,152.2,....., NSW,20.4,       ..,     ..
61062,61,POKOLBIN 1 POST OFFICE,1900,1964,-32.8,151.3,....., NSW,125,       ..,     ..
61063,61,RATHMINES AMO,1940,1950,-33.05,151.6,....., NSW,9,       ..,     ..
61064,61,RAYMOND TERRACE POST OFFICE,1882,1992,-32.7617,151.74,....., NSW,3,       ..,     ..
61065,61,ABERDEEN (ROSSGOLE),1926,  ..,-32.1402,150.7285,GPS, NSW,543,       ..,     ..
61066,61,ROUCHEL BROOK,1897,1974,-32.15,151.0833,....., NSW,259.1,       ..,     ..
61067,61,UPPER ROUCHEL SCHOOL,1926,2005,-32.1219,151.0914,GPS, NSW,274,       ..,     ..
61068,61,SALISBURY POST OFFICE,1938,1981,-32.2167,151.55,....., NSW,229,       ..,     ..
61069,61,SCONE (PHILIP STREET),1873,1992,-32.0458,150.8708,....., NSW,213,       ..,     ..
61070,61,SINGLETON POST OFFICE,1881,1969,-32.5667,151.1667,....., NSW,41.1,       ..,     ..
61071,61,STROUD POST OFFICE,1889,  ..,-32.4027,151.9664,GPS, NSW,44,       ..,     ..
61072,61,TAHLEE (CARRINGTON (CHURCH ST)),1887,  ..,-32.6674,152.015,GPS, NSW,3,       ..,     ..
61073,61,MERRIWA (TERRAGONG),1890,  ..,-32.0778,150.3696,GPS, NSW,274,       ..,     ..
61074,61,THE ENTRANCE (ELOORA STREET),1943,  ..,-33.3531,151.4964,GPS, NSW,22,       ..,     ..
61075,61,MERRIWA (BOWGLEN),1926,  ..,-32.2284,150.2161,GPS, NSW,380,       ..,     ..
61076,61,RAYMOND TERRACE (WALLAROO STATE FOREST),1938,2006,-32.618,151.8877,GPS, NSW,75,       ..,     ..
61077,61,WESTON,1948,1957,-32.8167,151.45,....., NSW,         ..,       ..,     ..
61078,61,WILLIAMTOWN RAAF,1942,  ..,-32.7939,151.8364,GPS, NSW,7.5,7.9,94776
61079,61,WINGEN (MURRULLA),1877,2007,-31.8679,150.8809,GPS, NSW,335,       ..,     ..
61080,61,BELLTREES 1,1879,1941,-31.9833,151.15,....., NSW,274.3,       ..,     ..
61081,61,WOLLONG,1891,1951,-32.9,151.5,....., NSW,274.3,       ..,     ..
61082,61,WYEE (WYEE FARMS RD),1899,  ..,-33.1793,151.441,GPS, NSW,40,       ..,     ..
61083,61,WYONG (WYONG GOLF CLUB),1885,2010,-33.272,151.4321,GPS, NSW,37,       ..,     ..
61084,61,YALGOO,1935,1955,-32.05,150.25,....., NSW,         ..,       ..,     ..
61085,61,YALLAMBIE (DALKEITH),1929,1951,-33.05,151.1833,....., NSW,152.4,       ..,     ..
61086,61,JERRYS PLAINS POST OFFICE,1884,2014,-32.4963,150.9106,GPS, NSW,87,       ..,94739
61087,61,GOSFORD (NARARA RESEARCH STATION) AWS,1916,2013,-33.3949,151.3289,GPS, NSW,20,       ..,     ..
61088,61,WAVERLEY (BELLTREES 2),1887,1926,-31.8667,151.0667,....., NSW,396.2,       ..,     ..
61089,61,SCONE SCS,1950,  ..,-32.0632,150.9271,GPS, NSW,216,       ..,94738
61090,61,WOLLOMBI (NARONE CREEK RD),1953,2014,-32.9348,151.1509,GPS, NSW,115,       ..,     ..
61091,61,WOLLOMBI (GLEN AVON),1951,1961,-32.9833,151.1167,....., NSW,         ..,       ..,     ..
61092,61,ELDERSLIE,1927,  ..,-32.5932,151.3335,GPS, NSW,45,       ..,     ..
61093,61,OURIMBAH (DOG TRAP ROAD),1953,  ..,-33.3639,151.3276,GPS, NSW,195,       ..,     ..
61094,61,GLENBAWN DAM,1955,2009,-32.1059,150.9917,GPS, NSW,229,       ..,     ..
61095,61,ROUCHEL BROOK (ALBANO),1932,  ..,-32.1939,151.0932,GPS, NSW,305,       ..,     ..
61096,61,PATERSON POST OFFICE,1901,  ..,-32.5997,151.618,GPS, NSW,21,       ..,     ..
61097,61,MOONAN FLAT (HIGH ST),1897,  ..,-31.9201,151.2355,GPS, NSW,423,       ..,     ..
61098,61,BELLTREES HOMESTEAD,1887,1978,-32,151.1333,....., NSW,305,       ..,     ..
61099,61,BLAIR MORE 2,1900,1924,-32.2,150.8667,....., NSW,         ..,       ..,     ..
61100,61,BROKE (HARROWBY),1887,  ..,-32.7667,151.0872,GPS, NSW,76,       ..,     ..
61101,61,BUCHANAN,1897,1921,-32.8167,151.5167,....., NSW,         ..,       ..,     ..
61102,61,CLIFFDALE,1909,1921,-32,150.9,....., NSW,         ..,       ..,     ..
61103,61,ELLALONG,1895,1931,-32.9,151.3,....., NSW,         ..,       ..,     ..
61104,61,ELLERSTON,1884,1944,-31.8,151.3,....., NSW,563.9,       ..,     ..
61105,61,GLENBIE,1898,1942,-32.2667,150.5167,....., NSW,         ..,       ..,     ..
61106,61,DUNGOG (MONKERAI HILL (URIMBIRRA)),2001,  ..,-32.3564,151.8059,GPS, NSW,91,       ..,     ..
61107,61,GLEN MAYNARD,1901,1924,-32.1,151.0833,....., NSW,         ..,       ..,     ..
61108,61,GOSFORD STATE NURSERY,1901,1946,-33.4,151.3,....., NSW,7.6,       ..,     ..
61109,61,KENALEA,1894,1928,-32.1,151.1,....., NSW,         ..,       ..,     ..
61110,61,HOWES VALLEY (COMMISSION RD),2001,  ..,-32.8736,150.7936,....., NSW,235,       ..,     ..
61111,61,DENMAN (MARTINDALE),1877,1924,-32.4833,150.6833,....., NSW,107,       ..,     ..
61112,61,DENMAN (MERTON),1909,1918,-32.4,150.7167,....., NSW,125,       ..,     ..
61113,61,NORTHCOURT,1896,1928,-31.9333,150.25,....., NSW,         ..,       ..,     ..
61114,61,RINGWOOD,1897,1927,-32.1667,150.1667,....., NSW,         ..,       ..,     ..
61115,61,ST.CLAIR,1895,1949,-32.3,151.3,....., NSW,152.4,       ..,     ..
61116,61,TOMAGO,1886,1922,-32.8333,151.7333,....., NSW,         ..,       ..,     ..
61117,61,WAMBERAL POST OFFICE,1896,1942,-33.4333,151.4467,....., NSW,35,       ..,     ..
61118,61,WARKWORTH 1 PUBLIC SCHOOL,1897,1943,-32.3,151.0167,....., NSW,         ..,       ..,     ..
61119,61,WISEMANS FERRY (OLD PO),1903,  ..,-33.385,150.9859,GPS, NSW,20,       ..,     ..
61120,61,WORONDI,1892,1925,-32.0667,150.0833,....., NSW,         ..,       ..,     ..
61121,61,LOSTOCK POST OFFICE,1952,1971,-32.3167,151.4667,....., NSW,137.2,       ..,     ..
61122,61,DUNGOG (TILLEGRA),1960,1986,-32.3167,151.7167,....., NSW,61,       ..,     ..
61123,61,BUNDABULLA (MUSWELLBROOK),1915,1915,-32.2,150.9,....., NSW,         ..,       ..,     ..
61124,61,DARTMOUTH,1880,1922,-32.3,150.9,....., NSW,         ..,       ..,     ..
61125,61,OAKHAMPTON PARK,1886,1894,-32.7,151.5667,....., NSW,12.2,       ..,     ..
61126,61,PICKERING,1919,1920,-32.1667,150.9,....., NSW,         ..,       ..,     ..
61127,61,WOLLOMBI 3,1889,1923,-32.95,151.1667,....., NSW,         ..,       ..,     ..
61128,61,BRINDLEY PARK,1882,1897,-32.1,150.35,....., NSW,304.8,       ..,     ..
61129,61,HALTON (KINROSS),1960,1985,-32.3167,151.5167,....., NSW,76,       ..,     ..
61130,61,DOYLES CREEK (WOOD PARK),1920,  ..,-32.5118,150.7964,GPS, NSW,113,       ..,     ..
61131,61,NEWCASTLE DOMINICAN CONVENT,1907,1922,-32.9,151.8,....., NSW,         ..,       ..,     ..
61132,61,WOLLOMBI (YANGO CREEK),1959,1973,-33,151.1,....., NSW,121.9,       ..,     ..
61133,61,BOLTON POINT (THE RIDGE WAY),1962,  ..,-32.9906,151.6099,GPS, NSW,48,       ..,     ..
61134,61,BALAIBLUAN,1961,1968,-32.1667,150.55,....., NSW,243.8,       ..,     ..
61135,61,UPPER ROUCHEL (MOUNT VIEW),1961,  ..,-32.1018,151.2333,GPS, NSW,535,       ..,     ..
61136,61,SALISBURY (BARRINGTON WILDERNESS COTTAGE,1960,2012,-32.1524,151.5227,GPS, NSW,360,       ..,     ..
61137,61,BRUSH CREEK (BEBEAH),1959,1970,-33.15,151.2667,....., NSW,61,       ..,     ..
61138,61,GUNGAL (BEBREW),1960,1974,-32.2333,150.4833,....., NSW,228.6,       ..,     ..
61139,61,MOUNT YENGO (MARENA STUD),1959,1972,-33,151.0833,....., NSW,121.9,       ..,     ..
61140,61,BOREE TRACK,1959,1959,-32.9167,151,....., NSW,335.3,       ..,     ..
61141,61,QUORROBOLONG (EMMAVALE),1959,1971,-32.95,151.4,....., NSW,         ..,       ..,     ..
61142,61,BUCKETTY,1959,1959,-33.1167,151.1333,....., NSW,259.1,       ..,     ..
61143,61,BULGA (DOWN TOWN),1960,  ..,-32.654,151.021,GPS, NSW,69,       ..,     ..
61144,61,CARLYLE,1960,1969,-31.9667,150.65,....., NSW,457.2,       ..,     ..
61145,61,CARRABOLLA,1960,1964,-32.2,151.4,....., NSW,289.6,       ..,     ..
61146,61,CARROW BROOK,1960,  ..,-32.2722,151.3052,GPS, NSW,214,       ..,     ..
61147,61,CEDAR CREEK,1959,1970,-32.7667,151.2833,....., NSW,121.9,       ..,     ..
61148,61,CENTRAL PAGES,1960,1970,-31.7167,151.2333,....., NSW,579.1,       ..,     ..
61149,61,GLEN ALICE (EURELLA),1914,1969,-33.0167,150.25,....., NSW,320,       ..,     ..
61150,61,BULGA (CHARLTON),1959,1973,-32.6333,151.0667,....., NSW,137.2,       ..,     ..
61151,61,CHICHESTER DAM,1942,  ..,-32.2426,151.683,GPS, NSW,194,       ..,     ..
61152,61,CONGEWAI (GREENOCK),1959,  ..,-32.9995,151.2908,GPS, NSW,165,       ..,     ..
61153,61,MURRURUNDI (CRAWNEY),1960,1972,-31.6167,151.0333,....., NSW,731.5,       ..,     ..
61154,61,EGLINFORD,1959,1970,-32.9667,151.2667,....., NSW,137.2,       ..,     ..
61155,61,ELLERSTON 2 POST OFFICE,1960,1972,-31.8333,151.3167,....., NSW,518.2,       ..,     ..
61156,61,GILLI GILLI,1959,1959,-32.95,150.9833,....., NSW,335.3,       ..,     ..
61157,61,KARS SPRINGS (TWINS HILLS),1960,1971,-31.8667,150.5833,....., NSW,426.7,       ..,     ..
61158,61,GLENDON BROOK (LILYVALE),1960,  ..,-32.5067,151.3779,GPS, NSW,60,       ..,     ..
61159,61,WOLLOMBI (ROSEDALE),1959,2005,-32.8987,151.1603,GPS, NSW,110,       ..,     ..
61160,61,HILLDALE (SUNDANCE),1960,2012,-32.5167,151.6573,GPS, NSW,82,       ..,     ..
61161,61,HOLBROOK (WIDDEN VALLEY),1960,1972,-32.65,150.35,....., NSW,426.7,       ..,     ..
61162,61,HOWES VALLEY (PUTTY RD),1959,  ..,-32.8446,150.8398,GPS, NSW,220,       ..,     ..
61163,61,HUNTER SPRINGS,1960,1970,-31.85,151.4333,....., NSW,1280,       ..,     ..
61164,61,LAGUNA (MURRAYS RUN),1959,  ..,-33.1046,151.1677,GPS, NSW,133,       ..,     ..
61165,61,KULNURA NORTH (WILCHER),1959,2012,-33.1717,151.2067,GPS, NSW,350,       ..,     ..
61166,61,LAGOON MOUNTAIN,1960,1975,-31.7,150.9667,....., NSW,640.1,       ..,     ..
61167,61,BRANXTON (LAMBS VALLEY),1960,1977,-32.55,151.4833,....., NSW,76,       ..,     ..
61168,61,MUSWELLBROOK (LINDISFARNE),1960,  ..,-32.3147,150.7552,GPS, NSW,160,       ..,     ..
61169,61,GRESFORD (DURHAM PARK),1960,1988,-32.3667,151.6333,....., NSW,144,       ..,     ..
61170,61,DUNGOG - MAIN CREEK (YERANDA),1960,  ..,-32.2809,151.7948,GPS, NSW,154,       ..,     ..
61171,61,JERRYS PLAINS (CARRINGTON),1959,1987,-32.5167,150.9667,....., NSW,90,       ..,     ..
61172,61,MEEREA,1959,1960,-32.6333,151,....., NSW,85.3,       ..,     ..
61173,61,MILBRODALE 2,1959,1967,-32.6833,151,....., NSW,76.2,       ..,     ..
61174,61,MILLFIELD COMPOSITE,1959,1983,-32.9,151.2667,....., NSW,130,       ..,     ..
61175,61,MOUNT DARKEY,1958,1974,-32.7,151,....., NSW,365.8,       ..,     ..
61176,61,MOUNT OLIVE 2,1960,1969,-32.4167,151.2,....., NSW,106.7,       ..,     ..
61177,61,MOUNT VIEW TOWNSHIP,1959,1961,-32.85,151.2667,....., NSW,381,       ..,     ..
61178,61,WOLLOMBI (BIG YENGO LTP),1959,1985,-32.9333,150.9167,....., NSW,366,       ..,     ..
61179,61,MULLEE,1962,1967,-32.2,151.2,....., NSW,457.2,       ..,     ..
61180,61,ROTHBURY (MISTLETOE),1959,1977,-32.7333,151.2333,....., NSW,122,       ..,     ..
61181,61,BROKE (OAKLEY),1959,1974,-32.75,151.1667,....., NSW,91.4,       ..,     ..
61182,61,MILBRODALE (OAKLEIGH),1959,1975,-32.7,150.95,....., NSW,91.4,       ..,     ..
61183,61,POKOLBIN (MOUNT BRIGHT),1961,1971,-32.8333,151.2667,....., NSW,442,       ..,     ..
61184,61,MARSHDALE (RAGLAN),1960,1976,-32.4667,151.8667,....., NSW,76,       ..,     ..
61185,61,HUNTER RIVER (GLENBAWN DAM D/S),1940,  ..,-32.1125,150.9917,....., NSW,230,       ..,     ..
61186,61,MERRIWA (ROSEBANK),1960,1969,-32.2,150.2,....., NSW,350,       ..,     ..
61187,61,ROUCHEL UPPER (MULUMLA),1960,1977,-32.1167,151.2333,....., NSW,244,       ..,     ..
61188,61,BROKE (SENTRY BOX),1959,1996,-32.7092,151.0622,....., NSW,95,       ..,     ..
61189,61,ECCLESTON (SHELLBROOK),1960,1981,-32.2,151.5,....., NSW,274,       ..,     ..
61190,61,SOUP PAN,1959,1959,-32.6333,150.8833,....., NSW,496.8,       ..,     ..
61191,61,BULGA (SOUTH WAMBO),1959,  ..,-32.6126,150.9761,GPS, NSW,80,       ..,     ..
61192,61,MUSWELLBROOK (SPRING CREEK (CASTLE VALE),1960,  ..,-32.2092,150.7365,GPS, NSW,259,       ..,     ..
61193,61,WOLLOMBI (STOCKYARD CREEK),1959,1970,-32.9,151.0833,....., NSW,95,       ..,     ..
61194,61,THE RANCH 2 (MARTINDALE),1962,1969,-32.6,150.7167,....., NSW,         ..,       ..,     ..
61195,61,MURRURUNDI (TIMOR),1960,  ..,-31.773,151.0776,GPS, NSW,415,       ..,     ..
61196,61,ELLERSTON (POITREL),1960,  ..,-31.7069,151.2131,GPS, NSW,715,       ..,     ..
61197,61,BROKE (VERE),1959,1986,-32.6833,151.1333,....., NSW,110,       ..,     ..
61198,61,WOLLOMBI (WALLABADAH),1959,1968,-33.05,151.0167,....., NSW,137.2,       ..,     ..
